   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/compatibility.py:784(_HashedSeq)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:652(Include)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/weakref.py:311(KeyedRef)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2545(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/plotting/plot.py:858(SurfaceBaseSeries)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/configparser.py:1020(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/core/getlimits.py:293(finfo)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/doctest.py:2396(DocFileCase)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:688(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:988(TransformedBbox)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapefile.py:487(Shapes)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/category.py:168(UnitData)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:662(All)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:217(InvertedLogTransformBase)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:689(Series)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cffi/model.py:486(EnumType)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/urllib/request.py:1387(UnknownHandler)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4288(Each)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/plotting/plot.py:925(ParametricSurfaceSeries)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/interpolate/polyint.py:464(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/category.py:121(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:329(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:221(TickHelper)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/legend_handler.py:130(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axes_grid1/mpl_axes.py:21(AxisDict)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/asyncio/protocols.py:109(BufferedProtocol)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/ctx_mp_python.py:618(<lambda>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:1121(FileHandler)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/configparser.py:360(Interpolation)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/zipfile.py:773(_Tellable)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/asyncio/exceptions.py:46(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/patches.py:2323(Sawtooth)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/dates.py:1571(YearLocator)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/integrals/transforms.py:1354(FourierTransform)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cffi/model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:474(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:3545(CharsNotIn)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/unittest/case.py:208(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axisartist/axislines.py:103(_Base)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:561(BooleanVar)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/projections/polar.py:72(PolarAffine)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/urllib/request.py:1369(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1221(exec_module)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/widgets.py:1252(Cursor)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:644(LogisticTransform)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:2132(NullHandler)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/cbook/__init__.py:71(_StrongRef)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/logic/inference.py:250(PropKB)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/http/client.py:1426(IncompleteRead)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:1080(LogNorm)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ilamblib.py:22(VarNotInModel)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/projections/polar.py:499(RadialTick)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/doctest.py:1726(UnexpectedException)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4747(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ConfUncertainty.py:207(ConfUncertainty)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/asyncio/transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/tri/triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/interpolate/_cubic.py:454(CubicSpline)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4853(SkipTo)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/shapereader.py:255(FionaReader)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geos.py:404(WKBReader)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/interpolate/fitpack2.py:1007(SmoothBivariateSpline)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 ./ilamb-run:194(InitializeRegions)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/backends/_backend_tk.py:894(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ilamblib.py:58(MonotonicityError)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/email/errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/colors.py:797(ListedColormap)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:314(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:2966(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/simplify/hyperexpand.py:943(Operator)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/__init__.py:386(RasterSourceContainer)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:6681(_lazyclassproperty)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geos.py:584(LGEOSBase)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:1618(Hlist)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:1131(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:616(LogitTransform)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/dateutil/rrule.py:65(weekday)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:1301(Miller)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/asyncio/queues.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/interpolate/fitpack2.py:1139(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/calculus/quadrature.py:455(QuadratureMethods)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/__init__.py:410(PostprocessedRasterSource)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:665(LogitScale)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:716(Method)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/calculus/inverselaplace.py:537(LaplaceTransformInversionMethods)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/feature/__init__.py:426(WFSFeature)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/codegen/ast.py:1267(ComplexBaseType)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/crs.py:48(RotatedGeodetic)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/backends/backend_tkagg.py:7(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:3394(QuotedString)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axes_grid1/colorbar.py:669(Colorbar)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:875(DejaVuFonts)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/backend_tools.py:318(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:320(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/logic.py:319(AndOr_Base)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/singleton.py:126(Singleton)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/scipy/interpolate/_cubic.py:75(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/offsetbox.py:1787(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/plotting/plot.py:821(Parametric3DLineSeries)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapefile.py:501(ShapeRecords)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:1573(IndexLocator)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/codegen/ast.py:1113(_SizedIntType)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/multiprocessing/context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ConfEvapFraction.py:32(ConfEvapFraction)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/codegen/ast.py:1557(Declaration)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:636(Formal)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/projections/polar.py:708(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ilamblib.py:28(VarNotOnTimeScale)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/numbers.py:2568(IntegerConstant)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axes_grid1/mpl_axes.py:6(SimpleChainedObjects)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:2676(AutoMinorLocator)
        2    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/argparse.py:758(Action)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/multiprocessing/context.py:220(Process)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2609(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/backend_bases.py:1284(LocationEvent)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:515(IntVar)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:626(Frac)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/integrals/transforms.py:24(IntegralTransformError)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/ctypes/_endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/concurrent/futures/_base.py:97(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/mul.py:21(NC_Marker)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/ctypes/__init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/plotting/plot.py:554(List2DSeries)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/email/parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:4535(PrecededBy)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/utilities/exceptions.py:13(SymPyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:2737(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:364(Field)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:2623(Button)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:1911(YView)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/transforms.py:2649(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/axis.py:647(_LazyTickList)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/legend_handler.py:258(HandlerPatch)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/polyoptions.py:373(Greedy)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ilamblib.py:49(AnalysisError)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/backends/backend_agg.py:615(_BackendAgg)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/argparse.py:1233(Namespace)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/ticker.py:1172(LogitFormatter)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/coreerrors.py:10(NonCommutativeExpression)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/plotting/plot.py:1266(TextBackend)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axes_grid1/axes_size.py:18(_Base)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:3399(Message)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/mathtext.py:918(DejaVuSerifFonts)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/typing.py:1641(NamedTuple)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/dateutil/parser/isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/unittest/signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/ma/core.py:204(<listcomp>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/calculus/optimization.py:56(Secant)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/__init__.py:3932(_setit)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/facts.py:473(FactKB)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/shapely/geometry/base.py:979(HeterogeneousGeometrySequence)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/evalf.py:1277(<lambda>)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/__init__.py:1579(EggProvider)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/core.py:68(BasicMeta)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/plotting/plot.py:975(ContourSeries)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/geometry/line.py:2282(Segment2D)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:5249(OnlyOnce)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/matrices/common.py:2455(_MatrixWrapper)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/ILAMB/ConfAlbedo.py:30(ConfAlbedo)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/numbers.py:2555(RationalConstant)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/libmp/six.py:78(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/tkinter/simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/scale.py:150(FuncScale)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/logging/__init__.py:767(Filterer)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/tensor/array/mutable_ndim_array.py:4(MutableNDimArray)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/functions/special/mathieu_functions.py:11(MathieuBase)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:3806(WordStart)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpmath/calculus/extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/printing/codeprinter.py:18(requires)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cartopy/io/shapereader.py:183(FionaRecord)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/numpy/lib/type_check.py:364(_nan_to_num_dispatcher)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/cffi/model.py:88(__init__)
        2    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/configparser.py:1187(converters)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/PIL/ImageMode.py:20(ModeDescriptor)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/plotting/experimental_lambdify.py:174(lambdify)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/collections.py:1763(PatchCollection)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/codegen/ast.py:451(Assignment)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/backend_bases.py:3199(StatusbarBase)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pyparsing.py:5085(Combine)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/pkg_resources/_vendor/pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/matplotlib/legend_handler.py:549(HandlerStem)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/codegen/ast.py:1107(IntBaseType)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/core/expr.py:3316(as_coeff_Mul)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/mpl_toolkits/axes_grid1/axes_grid.py:102(CbarAxes)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/site-packages/sympy/polys/orderings.py:242(_ItemGetter)
        1    0.000    0.000    0.000    0.000 /lmt/venv/ilamb/lib/python3.8/configparser.py:181(NoSectionError)
